host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,host_type,availability_type
3401026,Brooklyn,Kensington,40.64455,-73.97826,Private room,50,14,1,0.03,1,0,0.03,Single Listing,Low Availability
24222,Manhattan,East Village,40.72628,-73.97952,Private room,67,4,11,0.3,2,4,3.3,Small Host,Low Availability
77603717,Brooklyn,Sunset Park,40.66197,-73.98907,Entire home/apt,100,1,14,0.38,1,0,5.32,Single Listing,Low Availability
10743221,Queens,Astoria,40.77164,-73.92028,Entire home/apt,98,4,0,0.0,1,0,0.0,Single Listing,Low Availability
1797635,Brooklyn,Greenpoint,40.727,-73.94249,Private room,50,1,0,0.0,1,0,0.0,Single Listing,Low Availability
1658443,Queens,Ridgewood,40.7011,-73.90964,Entire home/apt,100,5,1,0.03,1,0,0.03,Single Listing,Low Availability
12267269,Brooklyn,Prospect Heights,40.67671,-73.96466,Entire home/apt,300,3,17,0.47,1,11,7.989999999999999,Single Listing,Low Availability
58631330,Brooklyn,Prospect-Lefferts Gardens,40.65862,-73.95808,Private room,75,2,0,0.0,1,0,0.0,Single Listing,Low Availability
30283594,Manhattan,Hell's Kitchen,40.76111,-73.99818,Entire home/apt,219,30,0,0.0,121,365,0.0,Large Host,High Availability
22541573,Manhattan,Upper West Side,40.77936,-73.97874,Entire home/apt,167,30,1,0.04,87,342,0.04,Large Host,High Availability
16836897,Manhattan,Lower East Side,40.71827,-73.98983,Entire home/apt,180,4,13,0.35,1,0,4.55,Single Listing,Low Availability
50995154,Brooklyn,Kensington,40.64277,-73.9744,Entire home/apt,95,2,11,0.3,1,0,3.3,Single Listing,Low Availability
3329894,Manhattan,Upper West Side,40.77326,-73.98888,Entire home/apt,250,1,0,0.0,1,0,0.0,Single Listing,Low Availability
75030544,Brooklyn,Bedford-Stuyvesant,40.68285,-73.91484,Private room,85,14,32,0.92,4,115,29.44,Small Host,Medium Availability
7202412,Manhattan,Harlem,40.81635,-73.94467,Entire home/apt,115,4,119,3.21,4,45,381.99,Small Host,Medium Availability
45595980,Manhattan,Midtown,40.76071,-73.96469,Entire home/apt,150,30,8,0.36,12,267,2.88,Medium Host,High Availability
331223,Brooklyn,Flatbush,40.64684,-73.96068,Entire home/apt,80,5,3,0.08,1,0,0.24,Single Listing,Low Availability
76182346,Manhattan,Chelsea,40.74584,-74.00279,Entire home/apt,225,14,0,0.0,1,0,0.0,Single Listing,Low Availability
2548974,Brooklyn,Williamsburg,40.7186,-73.95427,Entire home/apt,325,5,2,0.07,1,0,0.14,Single Listing,Low Availability
66981456,Manhattan,Upper East Side,40.77512,-73.95254,Private room,99,6,35,1.06,1,59,37.1,Single Listing,Medium Availability
6445320,Manhattan,Upper West Side,40.79415,-73.97323,Private room,90,5,3,0.08,1,66,0.24,Single Listing,Medium Availability
7202412,Manhattan,Harlem,40.81589,-73.94648,Entire home/apt,110,4,125,3.37,4,44,421.25,Small Host,Medium Availability
23826651,Brooklyn,Bushwick,40.70364,-73.92769,Private room,50,7,0,0.0,1,0,0.0,Single Listing,Low Availability
22541573,Manhattan,Midtown,40.74992,-73.97223,Entire home/apt,189,30,0,0.0,87,188,0.0,Large Host,High Availability
70537782,Staten Island,Tompkinsville,40.63598,-74.07943,Entire home/apt,105,2,132,3.55,1,318,468.59999999999997,Single Listing,High Availability
58104904,Brooklyn,Bushwick,40.70146,-73.91763,Private room,55,7,0,0.0,1,0,0.0,Single Listing,Low Availability
2507277,Brooklyn,Fort Greene,40.68712,-73.97114,Entire home/apt,180,10,0,0.0,1,0,0.0,Single Listing,Low Availability
547029,Bronx,Concourse,40.82162,-73.92698,Private room,50,2,0,0.0,1,0,0.0,Single Listing,Low Availability
77778146,Brooklyn,East Flatbush,40.63292,-73.94569,Private room,80,2,7,0.21,8,189,1.47,Medium Host,High Availability
3302537,Brooklyn,Cobble Hill,40.68796,-73.99229,Entire home/apt,120,1,2,0.05,1,0,0.1,Single Listing,Low Availability
14524071,Manhattan,Upper West Side,40.78853,-73.9751,Entire home/apt,150,4,5,0.23,1,157,1.1500000000000001,Single Listing,Medium Availability
9327286,Manhattan,East Village,40.73004,-73.98225,Entire home/apt,150,2,0,0.0,1,0,0.0,Single Listing,Low Availability
77778146,Brooklyn,East Flatbush,40.63345,-73.94536,Private room,90,1,4,0.11,8,189,0.44,Medium Host,High Availability
3239574,Brooklyn,Bedford-Stuyvesant,40.68501,-73.95904,Entire home/apt,130,2,6,0.18,1,0,1.08,Single Listing,Low Availability
2972691,Brooklyn,Crown Heights,40.67275,-73.95169,Entire home/apt,155,3,19,0.53,1,0,10.07,Single Listing,Low Availability
32707981,Manhattan,East Village,40.72424,-73.9906,Private room,90,2,8,0.22,4,0,1.76,Small Host,Low Availability
9540269,Manhattan,Upper West Side,40.76986,-73.98673,Private room,90,1,1,0.03,1,0,0.03,Single Listing,Low Availability
8255157,Brooklyn,Williamsburg,40.71182,-73.95692,Shared room,130,1,0,0.0,1,0,0.0,Single Listing,Low Availability
26923140,Manhattan,Hell's Kitchen,40.7605,-73.99455,Entire home/apt,199,3,110,3.02,1,246,332.2,Single Listing,High Availability
77809736,Manhattan,Morningside Heights,40.81005,-73.9599,Shared room,70,3,1,0.04,2,0,0.04,Small Host,Low Availability
7917224,Manhattan,Harlem,40.82588,-73.9388,Private room,36,4,2,0.06,1,0,0.12,Single Listing,Low Availability
77811516,Manhattan,Lower East Side,40.71429,-73.98755,Private room,59,2,14,0.38,1,0,5.32,Single Listing,Low Availability
77812281,Manhattan,East Village,40.72746,-73.97611,Entire home/apt,185,2,32,0.92,1,26,29.44,Single Listing,Low Availability
4518002,Brooklyn,Flatbush,40.63736,-73.95669,Entire home/apt,75,30,46,1.25,1,89,57.5,Single Listing,Medium Availability
285637,Manhattan,Harlem,40.80474,-73.95527,Entire home/apt,150,2,0,0.0,1,0,0.0,Single Listing,Low Availability
1535912,Brooklyn,Bushwick,40.69849,-73.923,Private room,75,2,170,4.58,1,37,778.6,Single Listing,Medium Availability
36815239,Queens,Long Island City,40.75293,-73.93757,Private room,74,1,210,5.66,1,33,1188.6000000000001,Single Listing,Medium Availability
12377856,Brooklyn,Williamsburg,40.70705,-73.94326,Private room,80,2,0,0.0,1,0,0.0,Single Listing,Low Availability
13425452,Manhattan,Greenwich Village,40.72871,-74.00149,Entire home/apt,161,1,27,0.74,1,0,19.98,Single Listing,Low Availability
22541573,Manhattan,Midtown,40.7588,-73.96611,Entire home/apt,260,30,1,0.07,87,341,0.07,Large Host,High Availability
26475189,Queens,Astoria,40.7696,-73.92694,Entire home/apt,79,21,0,0.0,1,0,0.0,Single Listing,Low Availability
30801050,Brooklyn,Williamsburg,40.71438,-73.94742,Private room,43,14,0,0.0,1,0,0.0,Single Listing,Low Availability
17860156,Brooklyn,Williamsburg,40.7042,-73.94193,Private room,60,1,3,0.08,1,0,0.24,Single Listing,Low Availability
77915011,Manhattan,Hell's Kitchen,40.76806,-73.98672,Private room,100,2,1,0.03,1,0,0.03,Single Listing,Low Availability
22541573,Manhattan,Midtown,40.75897,-73.9617,Entire home/apt,210,30,0,0.0,87,188,0.0,Large Host,High Availability
22541573,Manhattan,Midtown,40.75724,-73.96384,Entire home/apt,245,30,0,0.0,87,280,0.0,Large Host,High Availability
49966,Brooklyn,Bedford-Stuyvesant,40.69068,-73.95465,Entire home/apt,175,3,6,0.17,1,0,1.02,Single Listing,Low Availability
32991339,Brooklyn,Williamsburg,40.70707,-73.9528,Entire home/apt,250,1,9,0.27,2,254,2.43,Small Host,High Availability
22541573,Manhattan,Midtown,40.75726,-73.96177,Entire home/apt,220,30,0,0.0,87,188,0.0,Large Host,High Availability
1475015,Manhattan,Midtown,40.75683,-73.9659,Entire home/apt,95,30,5,0.23,52,342,1.1500000000000001,Large Host,High Availability
50760546,Manhattan,Midtown,40.74564,-73.98174,Entire home/apt,250,30,1,0.04,31,215,0.04,Large Host,High Availability
22541573,Manhattan,Upper West Side,40.79093,-73.97969,Entire home/apt,167,30,0,0.0,87,335,0.0,Large Host,High Availability
21130844,Brooklyn,Williamsburg,40.7154,-73.95469,Private room,76,2,7,0.21,1,0,1.47,Single Listing,Low Availability
26064594,Manhattan,Murray Hill,40.74686,-73.97981,Entire home/apt,200,3,1,0.03,1,0,0.03,Single Listing,Low Availability
22541573,Manhattan,Hell's Kitchen,40.76294,-73.98574,Entire home/apt,199,30,1,0.09,87,329,0.09,Large Host,High Availability
6493333,Manhattan,Harlem,40.8114,-73.94014,Entire home/apt,140,2,34,0.93,1,0,31.62,Single Listing,Low Availability
5677896,Manhattan,Inwood,40.86182,-73.93088,Private room,57,14,4,0.11,1,0,0.44,Single Listing,Low Availability
9501536,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93935,Private room,60,2,2,0.05,1,0,0.1,Single Listing,Low Availability
68733807,Brooklyn,Fort Hamilton,40.616,-74.02973,Entire home/apt,80,3,6,0.17,1,0,1.02,Single Listing,Low Availability
12777561,Queens,Sunnyside,40.746,-73.91503,Entire home/apt,125,1,2,0.06,1,0,0.12,Single Listing,Low Availability
61391963,Manhattan,Upper East Side,40.78531,-73.95683,Entire home/apt,150,30,2,0.07,91,319,0.14,Large Host,High Availability
19163998,Brooklyn,Flatbush,40.62978,-73.96207,Entire home/apt,70,6,70,2.12,1,3,148.4,Single Listing,Low Availability
75029289,Manhattan,Upper East Side,40.7746,-73.95546,Entire home/apt,125,30,7,0.32,5,325,2.24,Small Host,High Availability
25668027,Brooklyn,Bedford-Stuyvesant,40.69467,-73.93594,Private room,56,7,1,0.03,1,0,0.03,Single Listing,Low Availability
63494345,Brooklyn,Sunset Park,40.66525,-73.99524,Entire home/apt,170,2,88,2.67,1,65,234.95999999999998,Single Listing,Medium Availability
4454121,Manhattan,Upper East Side,40.76172,-73.96538,Entire home/apt,179,3,24,0.65,1,3,15.600000000000001,Single Listing,Low Availability
59575555,Brooklyn,Cypress Hills,40.68144,-73.89416,Entire home/apt,75,5,2,0.06,1,0,0.12,Single Listing,Low Availability
16240783,Brooklyn,Bushwick,40.70024,-73.92655,Private room,65,2,0,0.0,1,0,0.0,Single Listing,Low Availability
3491890,Manhattan,Upper West Side,40.78435,-73.97579,Entire home/apt,295,30,2,0.06,6,0,0.12,Medium Host,Low Availability
32128412,Brooklyn,Vinegar Hill,40.69904,-73.98496,Entire home/apt,150,1,6,0.16,1,0,0.96,Single Listing,Low Availability
51688993,Queens,Jamaica,40.68993,-73.80334,Entire home/apt,174,1,67,1.81,2,340,121.27000000000001,Small Host,High Availability
71886811,Manhattan,Morningside Heights,40.81441,-73.9589,Private room,67,6,22,0.59,3,90,12.979999999999999,Small Host,Medium Availability
11736641,Manhattan,Hell's Kitchen,40.76054,-73.98971,Entire home/apt,199,4,0,0.0,1,0,0.0,Single Listing,Low Availability
47050813,Brooklyn,Flatbush,40.65034,-73.96342,Private room,62,1,167,4.52,2,48,754.8399999999999,Small Host,Medium Availability
22591516,Queens,Arverne,40.58928,-73.79531,Private room,150,1,2,0.05,1,0,0.1,Single Listing,Low Availability
77134747,Brooklyn,Cypress Hills,40.68017,-73.89031,Private room,115,3,3,0.09,1,82,0.27,Single Listing,Medium Availability
51531044,Queens,Jackson Heights,40.75061,-73.87576,Private room,40,2,66,1.82,4,293,120.12,Small Host,High Availability
22541573,Manhattan,Upper East Side,40.76911,-73.95738,Entire home/apt,200,30,0,0.0,87,365,0.0,Large Host,High Availability
22541573,Manhattan,Upper East Side,40.7706,-73.95725,Entire home/apt,149,30,2,0.08,87,339,0.16,Large Host,High Availability
81335,Manhattan,Upper West Side,40.78243,-73.97657,Entire home/apt,125,1,180,4.88,3,125,878.4,Small Host,Medium Availability
71886811,Manhattan,Morningside Heights,40.81558,-73.95847,Private room,73,6,11,0.31,3,90,3.41,Small Host,Medium Availability
3752944,Manhattan,Hell's Kitchen,40.76712,-73.98789,Entire home/apt,200,4,7,0.22,1,3,1.54,Single Listing,Low Availability
75658258,Brooklyn,Bedford-Stuyvesant,40.68838,-73.9519,Private room,34,2,1,0.03,1,0,0.03,Single Listing,Low Availability
26546007,Manhattan,Upper West Side,40.7719,-73.99046,Entire home/apt,300,1,0,0.0,1,0,0.0,Single Listing,Low Availability
2856748,Manhattan,Hell's Kitchen,40.76646,-73.98649,Entire home/apt,220,30,0,0.0,49,365,0.0,Large Host,High Availability
78165909,Manhattan,Harlem,40.82841,-73.94922,Private room,36,14,0,0.0,1,0,0.0,Single Listing,Low Availability
27567524,Brooklyn,Prospect Heights,40.67937,-73.96838,Private room,70,1,0,0.0,1,0,0.0,Single Listing,Low Availability
1571120,Brooklyn,Williamsburg,40.71072,-73.96131,Private room,89,2,150,4.1,2,64,615.0,Small Host,Medium Availability
41913683,Brooklyn,Flatbush,40.65074,-73.96072,Entire home/apt,115,3,4,0.11,1,0,0.44,Single Listing,Low Availability
78176513,Manhattan,Harlem,40.81497,-73.94781,Entire home/apt,200,3,50,1.42,1,268,71.0,Single Listing,High Availability
34911780,Manhattan,Inwood,40.86076,-73.92781,Entire home/apt,100,4,41,1.11,2,100,45.510000000000005,Small Host,Medium Availability
16904031,Manhattan,Lower East Side,40.71692,-73.98874,Entire home/apt,175,2,0,0.0,1,0,0.0,Single Listing,Low Availability
14017165,Brooklyn,Williamsburg,40.70744,-73.94485,Private room,58,2,1,0.03,1,0,0.03,Single Listing,Low Availability
44867769,Manhattan,Harlem,40.82172,-73.94791,Private room,81,1,19,0.52,1,0,9.88,Single Listing,Low Availability
50165193,Manhattan,Upper West Side,40.77567,-73.9786,Private room,95,21,2,0.05,1,281,0.1,Single Listing,High Availability
78150907,Brooklyn,Midwood,40.62189,-73.96171,Private room,38,2,157,4.27,1,67,670.39,Single Listing,Medium Availability
19417913,Manhattan,Chinatown,40.71661,-73.99144,Entire home/apt,150,3,7,0.19,1,11,1.33,Single Listing,Low Availability
54797779,Manhattan,Harlem,40.82004,-73.95063,Private room,40,2,3,0.1,1,0,0.30000000000000004,Single Listing,Low Availability
78258683,Manhattan,Midtown,40.74311,-73.98286,Entire home/apt,150,5,0,0.0,1,0,0.0,Single Listing,Low Availability
48681901,Manhattan,East Village,40.72605,-73.98705,Entire home/apt,99,17,11,0.3,1,0,3.3,Single Listing,Low Availability
69541888,Brooklyn,Williamsburg,40.71758,-73.95015,Entire home/apt,250,1,1,0.03,1,0,0.03,Single Listing,Low Availability
41217631,Manhattan,Chinatown,40.7153,-73.99938,Private room,69,1,1,0.03,2,0,0.03,Small Host,Low Availability
78279322,Brooklyn,Bushwick,40.69092,-73.91546,Private room,35,1,1,0.03,1,0,0.03,Single Listing,Low Availability
78286572,Brooklyn,Williamsburg,40.70559,-73.93552,Private room,65,1,3,0.08,1,0,0.24,Single Listing,Low Availability
78285810,Manhattan,Midtown,40.75494,-73.96738,Entire home/apt,259,4,0,0.0,1,0,0.0,Single Listing,Low Availability
78292517,Brooklyn,Williamsburg,40.71578,-73.95879,Entire home/apt,150,2,5,0.14,1,0,0.7000000000000001,Single Listing,Low Availability
9440328,Brooklyn,Crown Heights,40.67469,-73.94062,Entire home/apt,270,5,9,0.25,1,0,2.25,Single Listing,Low Availability
21016849,Brooklyn,Bedford-Stuyvesant,40.69127,-73.95085,Entire home/apt,150,3,40,1.08,1,327,43.2,Single Listing,High Availability
2960765,Queens,Ridgewood,40.70087,-73.90571,Private room,100,1,0,0.0,1,0,0.0,Single Listing,Low Availability
19477508,Queens,Astoria,40.76626,-73.91835,Entire home/apt,119,2,19,0.52,1,0,9.88,Single Listing,Low Availability
78325795,Manhattan,Harlem,40.80573,-73.94994,Entire home/apt,129,1,160,4.31,3,246,689.5999999999999,Small Host,High Availability
73234851,Brooklyn,Bedford-Stuyvesant,40.68343,-73.94394,Entire home/apt,175,2,103,2.9,2,144,298.7,Small Host,Medium Availability
23505542,Brooklyn,Sunset Park,40.65562,-74.00295,Private room,40,2,3,0.08,1,0,0.24,Single Listing,Low Availability
71308956,Brooklyn,Greenpoint,40.72429,-73.94534,Entire home/apt,125,3,1,0.03,1,0,0.03,Single Listing,Low Availability
26382036,Queens,Elmhurst,40.73928,-73.87755,Entire home/apt,101,5,93,2.52,2,7,234.36,Small Host,Low Availability
10737943,Manhattan,Upper East Side,40.77989,-73.94763,Private room,49,19,6,0.17,10,285,1.02,Medium Host,High Availability
1651250,Manhattan,Upper West Side,40.7751,-73.98148,Entire home/apt,300,2,15,0.41,2,3,6.1499999999999995,Small Host,Low Availability
2261995,Brooklyn,Bedford-Stuyvesant,40.68232,-73.94401,Private room,75,2,1,1.0,3,125,1.0,Small Host,Medium Availability
78408136,Brooklyn,Cypress Hills,40.68015,-73.90504,Entire home/apt,85,1,182,5.85,1,62,1064.7,Single Listing,Medium Availability
23657588,Brooklyn,Williamsburg,40.71307,-73.95084,Entire home/apt,185,1,49,1.34,1,50,65.66000000000001,Single Listing,Medium Availability
78430614,Manhattan,Hell's Kitchen,40.75666,-73.99444,Entire home/apt,185,2,174,4.88,1,65,849.12,Single Listing,Medium Availability
78218328,Brooklyn,Bedford-Stuyvesant,40.69191,-73.94636,Private room,50,6,0,0.0,1,0,0.0,Single Listing,Low Availability
15960548,Manhattan,Little Italy,40.71955,-73.99707,Private room,110,2,1,0.03,1,0,0.03,Single Listing,Low Availability
5352610,Brooklyn,Williamsburg,40.70648,-73.92997,Private room,65,4,47,1.28,2,249,60.160000000000004,Small Host,High Availability
26386038,Manhattan,Theater District,40.76122,-73.98292,Entire home/apt,185,30,4,0.21,1,292,0.84,Single Listing,High Availability
1725907,Brooklyn,Bedford-Stuyvesant,40.68541,-73.92392,Entire home/apt,195,3,4,0.11,1,0,0.44,Single Listing,Low Availability
997947,Manhattan,Upper West Side,40.80056,-73.96035,Private room,85,2,26,0.71,1,16,18.46,Single Listing,Low Availability
4047676,Manhattan,East Village,40.72539,-73.97963,Entire home/apt,295,2,48,1.33,1,0,63.84,Single Listing,Low Availability
78461025,Brooklyn,Bedford-Stuyvesant,40.69123,-73.93599,Private room,120,2,21,0.59,1,0,12.389999999999999,Single Listing,Low Availability
78464432,Brooklyn,Crown Heights,40.6789,-73.96242,Entire home/apt,189,4,15,0.41,1,15,6.1499999999999995,Single Listing,Low Availability
50338266,Brooklyn,Bedford-Stuyvesant,40.68731,-73.9478,Private room,60,1,0,0.0,1,0,0.0,Single Listing,Low Availability
8336084,Manhattan,Nolita,40.72154,-73.99577,Entire home/apt,123,2,33,0.9,1,1,29.7,Single Listing,Low Availability
77990284,Manhattan,Upper West Side,40.79394,-73.97665,Private room,89,3,1,0.03,1,0,0.03,Single Listing,Low Availability
21283171,Manhattan,East Harlem,40.78706,-73.94798,Entire home/apt,140,1,6,0.18,1,0,1.08,Single Listing,Low Availability
78485066,Brooklyn,East New York,40.6638,-73.89307,Entire home/apt,85,1,106,2.87,2,337,304.22,Small Host,High Availability
73850433,Manhattan,East Harlem,40.80038,-73.94602,Entire home/apt,169,3,7,3.28,1,242,22.959999999999997,Single Listing,High Availability
78507411,Manhattan,Upper West Side,40.79671,-73.9712,Entire home/apt,145,3,4,0.11,1,0,0.44,Single Listing,Low Availability
10641733,Brooklyn,Williamsburg,40.717,-73.96183,Entire home/apt,145,1,61,1.74,1,11,106.14,Single Listing,Low Availability
4523651,Manhattan,East Village,40.72552,-73.97879,Entire home/apt,165,2,13,0.35,1,0,4.55,Single Listing,Low Availability
6802844,Brooklyn,Bushwick,40.70458,-73.92031,Entire home/apt,152,7,0,0.0,1,0,0.0,Single Listing,Low Availability
2768182,Brooklyn,South Slope,40.66282,-73.98714,Private room,99,7,10,0.28,4,36,2.8000000000000003,Small Host,Medium Availability
2638806,Manhattan,East Village,40.72296,-73.9776,Entire home/apt,110,2,0,0.0,1,0,0.0,Single Listing,Low Availability
37425564,Brooklyn,Midwood,40.6271,-73.97182,Private room,40,3,3,0.09,1,0,0.27,Single Listing,Low Availability
4025420,Manhattan,Greenwich Village,40.72948,-73.99986,Private room,115,3,20,0.59,2,15,11.799999999999999,Small Host,Low Availability
11091997,Brooklyn,Bushwick,40.70124,-73.93125,Entire home/apt,157,2,4,0.12,2,0,0.48,Small Host,Low Availability
78672740,Brooklyn,Flatbush,40.64809,-73.9677,Private room,72,1,25,0.68,1,333,17.0,Single Listing,High Availability
1924750,Queens,Astoria,40.76376,-73.91438,Private room,40,2,50,1.63,2,179,81.5,Small Host,Medium Availability
78499938,Manhattan,Midtown,40.75561,-73.96472,Entire home/apt,175,4,0,0.0,1,0,0.0,Single Listing,Low Availability
56352735,Brooklyn,Bedford-Stuyvesant,40.6878,-73.95493,Entire home/apt,90,3,82,2.22,1,4,182.04000000000002,Single Listing,Low Availability
27123110,Manhattan,Harlem,40.80372,-73.95036,Private room,65,3,2,0.18,1,0,0.36,Single Listing,Low Availability
14751888,Manhattan,Upper West Side,40.78697,-73.97351,Private room,79,2,6,0.16,1,0,0.96,Single Listing,Low Availability
2368191,Brooklyn,East Flatbush,40.66375,-73.92974,Entire home/apt,71,6,46,1.25,1,69,57.5,Single Listing,Medium Availability
78727422,Manhattan,Morningside Heights,40.80325,-73.96433,Private room,50,10,1,0.03,1,0,0.03,Single Listing,Low Availability
53179388,Manhattan,Midtown,40.75004,-73.97089,Entire home/apt,115,30,5,0.14,10,289,0.7000000000000001,Medium Host,High Availability
42994195,Brooklyn,Williamsburg,40.70524,-73.93305,Private room,49,5,0,0.0,1,0,0.0,Single Listing,Low Availability
25596158,Manhattan,Chelsea,40.74366,-74.0005,Private room,70,1,2,0.06,1,0,0.12,Single Listing,Low Availability
78807434,Manhattan,East Village,40.72737,-73.97789,Entire home/apt,110,3,6,0.17,1,34,1.02,Single Listing,Medium Availability
40869788,Brooklyn,Carroll Gardens,40.68354,-74.00139,Entire home/apt,140,1,4,0.17,1,0,0.68,Single Listing,Low Availability
78722739,Manhattan,Harlem,40.83077,-73.94847,Entire home/apt,89,2,8,0.34,1,5,2.72,Single Listing,Low Availability
305207,Manhattan,SoHo,40.7205,-73.9986,Entire home/apt,259,2,3,0.08,1,0,0.24,Single Listing,Low Availability
78826514,Manhattan,Upper East Side,40.76885,-73.96472,Entire home/apt,160,2,48,1.3,1,40,62.400000000000006,Single Listing,Medium Availability
78832817,Manhattan,Upper East Side,40.76873,-73.95464,Entire home/apt,113,7,1,0.03,1,0,0.03,Single Listing,Low Availability
2977429,Manhattan,East Village,40.72402,-73.97778,Entire home/apt,300,2,0,0.0,1,0,0.0,Single Listing,Low Availability
3683612,Manhattan,Harlem,40.8018,-73.95166,Entire home/apt,125,3,26,0.7,1,67,18.2,Single Listing,Medium Availability
32219748,Manhattan,Morningside Heights,40.81005,-73.9572,Entire home/apt,105,5,2,0.06,1,0,0.12,Single Listing,Low Availability
5110884,Brooklyn,Flatbush,40.65226,-73.95732,Private room,70,2,0,0.0,1,0,0.0,Single Listing,Low Availability
41947929,Brooklyn,Crown Heights,40.67667,-73.94826,Private room,125,1,47,1.36,2,151,63.92,Small Host,Medium Availability
31651673,Brooklyn,Williamsburg,40.70876,-73.95125,Entire home/apt,150,2,0,0.0,3,0,0.0,Small Host,Low Availability
47502969,Manhattan,West Village,40.73273,-74.00704,Entire home/apt,275,3,12,0.33,1,12,3.96,Single Listing,Low Availability
78870889,Brooklyn,Williamsburg,40.71791,-73.94242,Private room,65,3,0,0.0,1,0,0.0,Single Listing,Low Availability
77765017,Brooklyn,Bedford-Stuyvesant,40.68499,-73.94433,Private room,65,3,124,3.45,1,199,427.8,Single Listing,High Availability
61391963,Manhattan,Kips Bay,40.74136,-73.98006,Entire home/apt,159,30,5,0.14,91,312,0.7000000000000001,Large Host,High Availability
44700210,Manhattan,Upper East Side,40.7758,-73.95472,Entire home/apt,200,5,11,0.3,2,0,3.3,Small Host,Low Availability
40425220,Manhattan,Battery Park City,40.71617,-74.01468,Private room,225,1,1,0.03,1,0,0.03,Single Listing,Low Availability
78912246,Manhattan,Upper East Side,40.76711,-73.96177,Entire home/apt,199,1,3,0.09,1,0,0.27,Single Listing,Low Availability
44700210,Manhattan,Upper East Side,40.77775,-73.95361,Shared room,75,1,6,0.16,2,0,0.96,Small Host,Low Availability
68760676,Brooklyn,Bedford-Stuyvesant,40.68188,-73.91507,Private room,44,1,1,0.03,1,0,0.03,Single Listing,Low Availability
7571391,Brooklyn,Williamsburg,40.71673,-73.94832,Private room,100,5,1,0.03,1,0,0.03,Single Listing,Low Availability
13752339,Brooklyn,Williamsburg,40.72012,-73.95675,Entire home/apt,130,28,20,0.59,1,80,11.799999999999999,Single Listing,Medium Availability
43125231,Brooklyn,Greenpoint,40.7354,-73.95706,Entire home/apt,120,3,4,0.12,1,0,0.48,Single Listing,Low Availability
22533562,Manhattan,Theater District,40.75967,-73.98732,Entire home/apt,273,1,0,0.0,1,0,0.0,Single Listing,Low Availability
69591507,Brooklyn,East Flatbush,40.65275,-73.95119,Entire home/apt,85,1,0,0.0,1,0,0.0,Single Listing,Low Availability
39375487,Queens,Long Island City,40.75353,-73.9289,Private room,80,2,16,0.49,1,0,7.84,Single Listing,Low Availability
26500909,Brooklyn,Bushwick,40.70347,-73.92764,Private room,60,2,1,0.03,1,0,0.03,Single Listing,Low Availability
21656569,Manhattan,Gramercy,40.73577,-73.98057,Entire home/apt,275,5,0,0.0,1,0,0.0,Single Listing,Low Availability
78931932,Queens,Astoria,40.76764,-73.9279,Entire home/apt,125,25,5,0.14,1,0,0.7000000000000001,Single Listing,Low Availability
78934668,Manhattan,Hell's Kitchen,40.76395,-73.9884,Entire home/apt,200,2,25,0.68,1,0,17.0,Single Listing,Low Availability
78929276,Manhattan,Midtown,40.7441,-73.98834,Entire home/apt,199,2,106,2.96,1,250,313.76,Single Listing,High Availability
78936234,Manhattan,Upper East Side,40.77374,-73.95684,Entire home/apt,265,2,6,0.18,1,364,1.08,Single Listing,High Availability
2010460,Manhattan,East Village,40.72544,-73.9899,Private room,80,2,31,0.94,1,28,29.139999999999997,Single Listing,Low Availability
9320995,Brooklyn,Bushwick,40.7035,-73.92912,Private room,35,3,1,0.05,1,0,0.05,Single Listing,Low Availability
78964994,Manhattan,Lower East Side,40.71844,-73.9858,Entire home/apt,135,2,104,2.81,1,76,292.24,Single Listing,Medium Availability
2080047,Manhattan,East Village,40.72392,-73.98719,Private room,70,3,2,0.09,1,0,0.18,Single Listing,Low Availability
79020870,Brooklyn,Fort Hamilton,40.62106,-74.03384,Shared room,179,1,0,0.0,1,0,0.0,Single Listing,Low Availability
64182621,Manhattan,East Harlem,40.78584,-73.94899,Entire home/apt,99,5,0,0.0,1,0,0.0,Single Listing,Low Availability
50210611,Brooklyn,Vinegar Hill,40.7041,-73.98089,Entire home/apt,135,6,1,0.03,1,0,0.03,Single Listing,Low Availability
7408231,Brooklyn,Gowanus,40.68331,-73.98609,Entire home/apt,104,2,0,0.0,1,0,0.0,Single Listing,Low Availability
11686214,Manhattan,East Village,40.73055,-73.99146,Entire home/apt,128,3,3,0.08,1,0,0.24,Single Listing,Low Availability
6136799,Brooklyn,Flatbush,40.65257,-73.96259,Private room,60,2,44,1.33,1,1,58.52,Single Listing,Low Availability
4372467,Brooklyn,Boerum Hill,40.68882,-73.98911,Entire home/apt,170,5,2,0.06,1,0,0.12,Single Listing,Low Availability
27379154,Manhattan,East Village,40.72248,-73.98316,Private room,85,3,4,0.11,1,0,0.44,Single Listing,Low Availability
12722812,Queens,Sunnyside,40.73846,-73.92273,Private room,60,4,6,0.17,1,0,1.02,Single Listing,Low Availability
28841406,Manhattan,Two Bridges,40.71298,-73.99406,Private room,75,3,0,0.0,1,0,0.0,Single Listing,Low Availability
79078275,Brooklyn,Williamsburg,40.72003,-73.95756,Private room,90,1,0,0.0,1,0,0.0,Single Listing,Low Availability
